# kind	source	symbol	disposition	rationale
builder	crates/gvm-gmp/src/commands/credentials.rs	get_credential_stores	removed	Removed by #620; GetCredentialStoresRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	get_credential_stores_with_opts	removed	Removed by #620; GetCredentialStoresRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	get_credentials	removed	Removed by #620; GetCredentialsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	modify_credential	removed	Removed by #620; ModifyCredentialRequest owns canonical validation and encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	modify_credential_store	removed	Removed by #620; ModifyCredentialStoreRequest owns canonical validation and encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	modify_credential_store_credential	removed	Removed by #620; ModifyCredentialStoreCredentialRequest owns canonical validation, semantic metadata, and encoding.
builder	crates/gvm-gmp/src/commands/credentials.rs	verify_credential_store	removed	Removed by #620; VerifyCredentialStoreRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/features.rs	get_features	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/feed.rs	get_feed	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/feed.rs	get_feeds	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	clone_filter	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	create_filter	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	delete_filter	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	get_filter	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	get_filters	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/filters.rs	modify_filter	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	clone_group	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	create_group	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	delete_group	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	get_group	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	get_groups	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/groups.rs	modify_group	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/help.rs	help	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/help.rs	help_with_mode	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/hosts.rs	create_host	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/hosts.rs	delete_host	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/hosts.rs	get_host	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/hosts.rs	get_hosts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/hosts.rs	modify_host	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/integration_configs.rs	get_integration_config	removed	Removed by #615; GetIntegrationConfigRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/integration_configs.rs	get_integration_configs	removed	Removed by #615; GetIntegrationConfigsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/integration_configs.rs	modify_integration_config	removed	Removed by #615; ModifyIntegrationConfigRequest owns canonical validation and encoding.
builder	crates/gvm-gmp/src/commands/notes.rs	clone_note	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/notes.rs	create_note	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/notes.rs	delete_note	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/notes.rs	get_note	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/notes.rs	get_notes	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/notes.rs	modify_note	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_nvt	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_nvt_families	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_nvt_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_nvt_preferences	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_nvts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_scan_config_nvt	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/nvts.rs	get_scan_config_nvts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	clone_oci_image_target	removed	Removed by #609; CloneOciImageTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	create_oci_image_target	removed	Removed by #609; CreateOciImageTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	delete_oci_image_target	removed	Removed by #609; DeleteOciImageTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	get_oci_image_target	removed	Removed by #609; GetOciImageTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	get_oci_image_targets	removed	Removed by #609; GetOciImageTargetsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/oci_image_targets.rs	modify_oci_image_target	removed	Removed by #609; ModifyOciImageTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/operating_systems.rs	delete_operating_system	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/operating_systems.rs	get_operating_system	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/operating_systems.rs	get_operating_systems	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/operating_systems.rs	modify_operating_system	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	clone_override	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	create_override	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	delete_override	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	get_override	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	get_overrides	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/overrides.rs	modify_override	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	clone_permission	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	create_permission	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	delete_permission	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	get_permission	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	get_permissions	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/permissions.rs	modify_permission	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/port_lists.rs	clone_port_list	removed	Removed by #617; ClonePortListRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	create_port_list	removed	Removed by #617; CreatePortListRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	create_port_range	removed	Removed by #617; CreatePortRangeRequest owns validation and canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	delete_port_list	removed	Removed by #617; DeletePortListRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	delete_port_range	removed	Removed by #617; DeletePortRangeRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	get_port_list	removed	Removed by #617; GetPortListRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	get_port_lists	removed	Removed by #617; GetPortListsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/port_lists.rs	modify_port_list	removed	Removed by #617; ModifyPortListRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/report_configs.rs	clone_report_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	create_report_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	create_report_config_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	delete_report_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	delete_report_config_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	get_report_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	get_report_configs	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	get_report_configs_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_configs.rs	modify_report_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	clone_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	create_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	delete_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	get_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	get_report_formats	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	import_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	modify_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/report_formats.rs	verify_report_format	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	create_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	delete_audit_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	delete_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	export_scan_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_audit_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_audit_report_hosts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_audit_reports	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_applications	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_closed_cves	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_cves	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_errors	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_export	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_export_with_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_hosts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_operating_systems	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_ports	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_tls_certificates	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_vulnerabilities	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_report_vulns	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_reports	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	get_scan_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/reports.rs	import_report	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/results.rs	get_result	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/results.rs	get_results	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	clone_role	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	create_role	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	delete_role	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	get_role	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	get_roles	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/roles.rs	modify_role	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	clone_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	clone_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	create_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	create_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	delete_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	delete_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_policies	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_scan_config_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_scan_config_preferences	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	get_scan_configs	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	import_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	import_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_comment	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_family_selection	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_name	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_nvt_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_nvt_selection	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_policy_set_scanner_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_comment	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_family_selection	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_name	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_nvt_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_nvt_selection	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	modify_scan_config_set_scanner_preference	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scan_configs.rs	sync_config	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	clone_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	create_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	delete_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	get_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	get_scanners	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	modify_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/scanners.rs	verify_scanner	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	clone_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	create_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	create_typed_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	delete_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	get_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	get_schedules	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	modify_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/schedules.rs	modify_typed_schedule	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cert_bund_advisories	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cert_bund_advisory	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cpe	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cpes	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cve	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_cves	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_dfn_cert_advisories	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_dfn_cert_advisory	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_info	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_info_list	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_operating_systems	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/secinfo.rs	get_vulnerabilities	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	describe_auth	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_aggregates	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_feeds	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_info	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_license	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_preferences	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_resource_name	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_resource_names	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_settings	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_timezones	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_vuln	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_vulnerability	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	get_vulns	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	help	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	modify_auth	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	modify_license	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	modify_license_with_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	modify_setting	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	run_wizard	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system.rs	run_wizard_with_opts	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/system_reports.rs	get_system_reports	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	clone_tag	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	create_tag	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	delete_tag	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	get_tag	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	get_tags	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tags.rs	modify_tag	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/targets.rs	clone_target	removed	Removed by #607; CloneTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/targets.rs	create_target	removed	Removed by #607; CreateTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/targets.rs	delete_target	removed	Removed by #607; DeleteTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/targets.rs	get_target	removed	Removed by #607; GetTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/targets.rs	get_targets	removed	Removed by #607; GetTargetsRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/targets.rs	modify_target	removed	Removed by #607; ModifyTargetRequest owns canonical encoding.
builder	crates/gvm-gmp/src/commands/tasks.rs	clone_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	clone_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_agent_group_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_audit	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_container_image_task	transitional	Pending bounded family migration under #602.
builder	crates/gvm-gmp/src/commands/tasks.rs	create_container_task	transitional	Pending bounded family migration under #602.
